wavelength_nm,port_1_db,port_2_db,port_3_db,port_4_db,port_5_db,port_6_db,port_7_db,port_8_db,port_9_db,port_10_db,port_11_db,port_12_db,port_13_db,port_14_db,port_15_db,port_16_db
1497.3375,-25.68207526805704,-45.75888240816718,-11.711626266435992,-31.788433406546133,-18.087548244006054,-38.16435538411619,-4.117099242385007,-24.19390638249515,-25.768538992506684,-45.845346132616825,-11.79808999088564,-31.874897130995777,-18.174011968455698,-38.250819108565835,-4.203562966834651,-24.280370106944794
1497.475,-26.78682897800522,-47.272207242268564,-12.400074159465579,-32.885452423728914,-18.742906869328618,-39.22828513359195,-4.356152050788974,-24.84153031505231,-26.245868593192576,-46.73124685745591,-11.85911377465293,-32.344492038916265,-18.201946484515968,-38.687324748779304,-3.8151916659763248,-24.30056993023966
1497.6125,-27.956739531536723,-48.87040472313856,-13.13434069939926,-34.0480058910011,-19.445897090692913,-40.359562282294746,-4.623498258555452,-25.53716345015729,-26.78563824620897,-47.699303437810805,-11.963239414071507,-32.876904605673346,-18.27479580536516,-39.188460996967,-3.4523969732276987,-24.366062164829536
1497.75,-29.197879720966988,-50.56159007121143,-13.918453882352622,-35.28216423259706,-20.20050558736722,-41.56421593761166,-4.921079748752855,-26.284790098997295,-27.390565616061235,-48.75427596630567,-12.111139777446871,-33.47485012769131,-18.39319148246147,-39.75690183270591,-3.1137656438471057,-24.477475994091545
1497.8875,-30.51732344980398,-52.3552122016614,-14.757110350303162,-36.594999102160585,-21.011390457546362,-42.84927920940379,-5.251177358045548,-27.08906610990297,-28.064207116468292,-49.90209586832571,-12.303994016967474,-34.1418827688249,-18.55827412421068,-40.396162876068104,-2.798061024709861,-24.63594977656728
1498.025,-31.92337474984641,-54.26235912767854,-15.65582802025844,-37.99481239809056,-21.884033713650393,-44.223018091482516,-5.616486984062419,-27.955471361894546,-28.811084820723405,-51.15006919855553,-12.543538091135432,-34.88252246896756,-18.771743784527388,-41.11072816235951,-2.5041970549394104,-24.843181432771537
1498.1625,-33.42586662757077,-56.296156465556095,-16.621145270286856,-39.491435108272185,-22.824940345799835,-45.69523018378517,-6.020218988515923,-28.890508826501247,-29.63686475006949,-52.50715458805482,-12.832143392785575,-35.7024332307709,-19.035938468298557,-41.906228306283886,-2.231217111014642,-25.101506948999965
1498.3,-35.03655693026643,-58.472295295827394,-17.660884809089247,-41.096623174650205,-23.84190207928004,-47.277640444841005,-6.466229958102855,-29.901968323663816,-30.548603639425302,-53.98434200498627,-13.172931518248117,-36.60866988380908,-19.35394878843891,-42.78968715399987,-1.9782766672617265,-25.41401503282269
1498.4375,-36.76966164027159,-60.0,-18.78450916775064,-42.82459078599512,-24.944352763860493,-48.984434382104965,-6.959200291339542,-30.999281909584017,-31.55509034006636,-55.595171958310836,-13.56993786754541,-37.610019485789884,-19.729781463655264,-43.769863081899736,-1.7446289911343118,-25.784710609378788
1498.575,-38.64258711859271,-60.0,-20.0036088276226,-44.69274262014213,-26.14385640822477,-50.832990200744305,-7.504878117254666,-32.19401190977419,-32.66732227641924,-57.35645606893876,-14.028343985449133,-38.71747777796866,-20.16859156605131,-44.85772535857084,-1.5296132750812033,-26.218747067600727
